id,final_world_state
train-B21150,1:_ 2:bb 3:_ 4:ppp 5:rrrr 6:_ 7:rr
train-B21151,1:_ 2:_ 3:yyyy 4:_ 5:_ 6:_ 7:_
train-B21152,1:g 2:_ 3:_ 4:oooo 5:_ 6:rrrr 7:pppp
train-B21153,1:yyy 2:_ 3:_ 4:_ 5:_ 6:gggg 7:y
train-B21154,1:bb 2:oooo 3:_ 4:pp 5:yy 6:_ 7:_
train-B21155,1:ppp 2:bg 3:_ 4:_ 5:_ 6:_ 7:_
train-B21156,1:_ 2:_ 3:bbb 4:_ 5:_ 6:y 7:_
train-B21157,1:_ 2:_ 3:bbb 4:_ 5:pppp 6:gg 7:_
train-B21158,1:bbb 2:_ 3:_ 4:_ 5:_ 6:oooo 7:_
train-B21160,1:_ 2:_ 3:_ 4:yr 5:yyy 6:_ 7:_
train-B21161,1:rr 2:bb 3:_ 4:ooo 5:_ 6:pp 7:_
train-B21162,1:_ 2:_ 3:gyy 4:ppp 5:_ 6:bbb 7:yyy
train-B21164,1:_ 2:_ 3:yy 4:_ 5:ggg 6:ggg 7:yyyy
train-B21165,1:_ 2:o 3:_ 4:_ 5:_ 6:_ 7:_
train-B21166,1:g 2:gg 3:_ 4:r 5:p 6:_ 7:_
train-B21169,1:_ 2:_ 3:_ 4:_ 5:bb 6:yyy 7:_
train-B21170,1:_ 2:_ 3:r 4:_ 5:_ 6:gggg 7:_
train-B21171,1:y 2:r 3:_ 4:oooo 5:ggg 6:_ 7:y
train-B21172,1:_ 2:_ 3:gg 4:rrr 5:y 6:ooo 7:ooo
train-B21173,1:rr 2:rrr 3:yyyy 4:_ 5:_ 6:bbb 7:rrrr
train-B21174,1:p 2:_ 3:_ 4:_ 5:gg 6:_ 7:g
train-B21175,1:b 2:yyy 3:p 4:_ 5:_ 6:_ 7:_
train-B21176,1:_ 2:rrr 3:_ 4:y 5:p 6:o 7:_
train-B21177,1:_ 2:_ 3:gp 4:_ 5:_ 6:rrr 7:gg
train-B21178,1:_ 2:oo 3:rrr 4:r 5:_ 6:_ 7:_
train-B21179,1:_ 2:_ 3:_ 4:g 5:_ 6:pr 7:_
train-B21180,1:_ 2:pp 3:pp 4:g 5:yy 6:_ 7:_
train-B21181,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:rrr
train-B21182,1:o 2:yyyy 3:yyyy 4:_ 5:g 6:_ 7:_
train-B21183,1:ppy 2:gggg 3:_ 4:_ 5:bbb 6:_ 7:rr
train-B21185,1:_ 2:p 3:bbb 4:_ 5:_ 6:_ 7:_
train-B21186,1:_ 2:_ 3:r 4:_ 5:_ 6:_ 7:_
train-B21187,1:_ 2:yy 3:_ 4:_ 5:_ 6:yrr 7:_
train-B21189,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21190,1:rrrr 2:_ 3:rrrr 4:oyy 5:pppp 6:_ 7:_
train-B21191,1:_ 2:pppp 3:r 4:_ 5:_ 6:_ 7:_
train-B21192,1:_ 2:_ 3:yyy 4:gg 5:oooo 6:_ 7:r
train-B21193,1:gpp 2:_ 3:_ 4:rp 5:_ 6:yyyy 7:ooo
train-B21194,1:ggg 2:_ 3:_ 4:r 5:gggg 6:bbb 7:_
train-B21195,1:_ 2:_ 3:rrrr 4:pp 5:ro 6:_ 7:bbb
train-B21196,1:oo 2:yyy 3:_ 4:_ 5:_ 6:yyyy 7:_
train-B21197,1:_ 2:p 3:_ 4:b 5:_ 6:_ 7:yyyy
train-B21199,1:_ 2:_ 3:_ 4:_ 5:r 6:ooo 7:_
train-B21200,1:_ 2:rrrr 3:gggg 4:rr 5:ooo 6:bb 7:rrr
train-B21201,1:ppp 2:_ 3:_ 4:_ 5:yyyy 6:bbb 7:_
train-B21202,1:_ 2:_ 3:_ 4:_ 5:ppp 6:_ 7:b
train-B21204,1:_ 2:gg 3:_ 4:_ 5:_ 6:_ 7:ppp
train-B21205,1:_ 2:_ 3:_ 4:o 5:_ 6:gpp 7:og
train-B21206,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21207,1:_ 2:_ 3:_ 4:_ 5:_ 6:ggg 7:pp
train-B21208,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21209,1:_ 2:rrrr 3:r 4:_ 5:_ 6:_ 7:_
train-B21211,1:bb 2:_ 3:yyyy 4:ggg 5:_ 6:gggg 7:yy
train-B21212,1:y 2:o 3:bbb 4:rr 5:_ 6:rrr 7:_
train-B21213,1:gggg 2:_ 3:bb 4:ooo 5:_ 6:_ 7:ooo
train-B21214,1:yyyy 2:_ 3:_ 4:o 5:_ 6:rr 7:_
train-B21216,1:_ 2:_ 3:_ 4:po 5:ppp 6:_ 7:rry
train-B21217,1:_ 2:_ 3:bbb 4:_ 5:_ 6:_ 7:_
train-B21218,1:bbb 2:rrr 3:_ 4:_ 5:pg 6:_ 7:_
train-B21219,1:_ 2:rrr 3:_ 4:_ 5:_ 6:yy 7:_
train-B21222,1:pppp 2:_ 3:_ 4:_ 5:yyy 6:yy 7:_
train-B21223,1:ppp 2:ooo 3:pppp 4:_ 5:_ 6:_ 7:_
train-B21224,1:_ 2:_ 3:ggg 4:_ 5:_ 6:_ 7:_
train-B21225,1:_ 2:_ 3:_ 4:oo 5:_ 6:yy 7:_
train-B21226,1:_ 2:_ 3:_ 4:pppp 5:_ 6:_ 7:gggg
train-B21227,1:_ 2:gg 3:_ 4:pp 5:rrr 6:_ 7:_
train-B21228,1:_ 2:_ 3:ooo 4:_ 5:_ 6:ppp 7:yyy
train-B21229,1:r 2:_ 3:_ 4:rrr 5:yyy 6:ggp 7:gggg
train-B21231,1:bb 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21232,1:_ 2:_ 3:pppp 4:_ 5:_ 6:r 7:_
train-B21233,1:ooo 2:_ 3:_ 4:_ 5:bb 6:yy 7:_
train-B21234,1:_ 2:o 3:_ 4:_ 5:rrr 6:ggg 7:_
train-B21235,1:bb 2:_ 3:rpp 4:ooo 5:yyyy 6:_ 7:pppp
train-B21237,1:_ 2:_ 3:ppr 4:ryy 5:_ 6:_ 7:rrrr
train-B21238,1:ooo 2:rrr 3:bbb 4:_ 5:_ 6:gg 7:ppp
train-B21239,1:ooo 2:_ 3:yyy 4:yyyy 5:bbb 6:_ 7:oo
train-B21240,1:_ 2:pp 3:yy 4:_ 5:_ 6:_ 7:_
train-B21241,1:_ 2:_ 3:gggg 4:_ 5:_ 6:ggg 7:_
train-B21243,1:_ 2:_ 3:yyy 4:_ 5:_ 6:p 7:oooo
train-B21244,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:gp
train-B21246,1:_ 2:rr 3:ryy 4:_ 5:_ 6:_ 7:_
train-B21247,1:bbb 2:_ 3:yyy 4:_ 5:_ 6:_ 7:rrg
train-B21248,1:_ 2:_ 3:bbb 4:oooo 5:_ 6:_ 7:_
train-B21249,1:_ 2:yyy 3:_ 4:_ 5:_ 6:b 7:_
train-B21250,1:r 2:_ 3:g 4:_ 5:rrr 6:_ 7:_
train-B21251,1:_ 2:_ 3:_ 4:rp 5:_ 6:ppp 7:_
train-B21252,1:_ 2:yyyy 3:gg 4:_ 5:pppp 6:_ 7:gy
train-B21253,1:_ 2:ggp 3:_ 4:orr 5:_ 6:yyy 7:_
train-B21254,1:_ 2:_ 3:ooo 4:_ 5:_ 6:_ 7:_
train-B21255,1:_ 2:_ 3:_ 4:rrrr 5:bbb 6:_ 7:_
train-B21256,1:yyy 2:_ 3:ooo 4:ggg 5:p 6:pppp 7:gg
train-B21257,1:_ 2:_ 3:rpp 4:_ 5:_ 6:_ 7:_
train-B21258,1:_ 2:_ 3:pppp 4:gggg 5:_ 6:_ 7:p
train-B21259,1:gggg 2:rrrr 3:_ 4:gggg 5:_ 6:rpp 7:_
train-B21261,1:bbb 2:_ 3:p 4:_ 5:_ 6:_ 7:ggg
train-B21262,1:oooo 2:_ 3:_ 4:y 5:rrr 6:_ 7:oooo
train-B21263,1:gg 2:_ 3:ooo 4:_ 5:_ 6:_ 7:_
train-B21264,1:_ 2:o 3:_ 4:_ 5:_ 6:_ 7:pp
train-B21265,1:_ 2:gg 3:_ 4:yyy 5:_ 6:r 7:bbb
train-B21267,1:r 2:_ 3:_ 4:_ 5:_ 6:ooo 7:_
train-B21268,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21269,1:ooo 2:_ 3:_ 4:_ 5:gpp 6:_ 7:_
train-B21270,1:_ 2:_ 3:_ 4:rrrr 5:_ 6:_ 7:_
train-B21271,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21272,1:_ 2:gggg 3:yrr 4:_ 5:ggg 6:_ 7:_
train-B21273,1:_ 2:_ 3:o 4:r 5:oooo 6:_ 7:_
train-B21274,1:rrr 2:bbb 3:_ 4:_ 5:y 6:poo 7:oooo
train-B21275,1:rr 2:_ 3:_ 4:_ 5:_ 6:_ 7:yyy
train-B21276,1:_ 2:_ 3:_ 4:yyy 5:_ 6:_ 7:_
train-B21278,1:_ 2:_ 3:bbb 4:yyyy 5:_ 6:_ 7:oo
train-B21279,1:rr 2:oooo 3:_ 4:_ 5:gg 6:pp 7:_
train-B21282,1:_ 2:_ 3:ggg 4:_ 5:_ 6:ppp 7:yy
train-B21283,1:pp 2:ppp 3:_ 4:_ 5:p 6:oo 7:_
train-B21285,1:_ 2:_ 3:pppp 4:yyyy 5:_ 6:r 7:r
train-B21286,1:_ 2:_ 3:_ 4:_ 5:_ 6:ooo 7:bbg
train-B21287,1:yyy 2:_ 3:_ 4:oo 5:gggg 6:_ 7:_
train-B21288,1:r 2:pp 3:g 4:_ 5:rrr 6:_ 7:_
train-B21289,1:_ 2:oo 3:_ 4:_ 5:yy 6:_ 7:_
train-B21290,1:ggg 2:_ 3:yyyy 4:rr 5:_ 6:gggg 7:_
train-B21291,1:_ 2:_ 3:yyy 4:ppp 5:_ 6:r 7:_
train-B21292,1:_ 2:_ 3:_ 4:_ 5:oo 6:ooo 7:yy
train-B21293,1:p 2:_ 3:ypp 4:_ 5:_ 6:_ 7:yy
train-B21294,1:rrr 2:_ 3:bb 4:_ 5:_ 6:ppp 7:_
train-B21295,1:_ 2:bbb 3:_ 4:pyy 5:_ 6:yyy 7:_
train-B21296,1:pp 2:yy 3:ppp 4:_ 5:_ 6:_ 7:o
train-B21297,1:r 2:_ 3:oooo 4:pp 5:_ 6:_ 7:_
train-B21299,1:yyy 2:p 3:rrr 4:_ 5:_ 6:ppp 7:_
train-B21300,1:g 2:_ 3:g 4:_ 5:_ 6:_ 7:ooo
train-B21301,1:oo 2:pp 3:_ 4:_ 5:y 6:_ 7:gg
train-B21302,1:_ 2:_ 3:_ 4:y 5:_ 6:ppp 7:o
train-B21303,1:pppp 2:_ 3:p 4:_ 5:ooo 6:_ 7:_
train-B21304,1:r 2:_ 3:_ 4:_ 5:gggg 6:ooo 7:_
train-B21305,1:_ 2:rrrr 3:ro 4:_ 5:_ 6:_ 7:_
train-B21306,1:pr 2:o 3:_ 4:_ 5:_ 6:_ 7:_
train-B21307,1:_ 2:_ 3:pppp 4:_ 5:pr 6:_ 7:_
train-B21309,1:_ 2:ppp 3:_ 4:_ 5:_ 6:yyy 7:_
train-B21310,1:p 2:_ 3:bb 4:_ 5:rrr 6:gg 7:rrrr
train-B21311,1:_ 2:_ 3:ggg 4:gg 5:bb 6:rrr 7:_
train-B21312,1:rr 2:o 3:p 4:yyyy 5:bbb 6:_ 7:pppp
train-B21313,1:yyyy 2:_ 3:_ 4:bb 5:_ 6:bbb 7:_
train-B21314,1:_ 2:ggg 3:p 4:y 5:_ 6:ooo 7:_
train-B21315,1:_ 2:_ 3:y 4:_ 5:rrr 6:gggg 7:bbb
train-B21316,1:_ 2:_ 3:gg 4:y 5:oooo 6:pppp 7:_
train-B21317,1:y 2:_ 3:_ 4:_ 5:_ 6:yy 7:o
train-B21319,1:rrr 2:_ 3:_ 4:_ 5:_ 6:po 7:_
train-B21320,1:rr 2:bbb 3:_ 4:oo 5:_ 6:ooo 7:_
train-B21321,1:_ 2:_ 3:y 4:_ 5:_ 6:_ 7:_
train-B21322,1:oop 2:_ 3:_ 4:_ 5:_ 6:gg 7:_
train-B21323,1:rrr 2:pppp 3:r 4:_ 5:bb 6:rrr 7:gggg
train-B21324,1:_ 2:_ 3:r 4:_ 5:_ 6:_ 7:_
train-B21325,1:_ 2:oo 3:ppp 4:_ 5:rrr 6:_ 7:_
train-B21326,1:yyyy 2:_ 3:yy 4:rrrr 5:_ 6:bbb 7:poo
train-B21327,1:ppp 2:gp 3:_ 4:_ 5:ggg 6:p 7:oooo
train-B21328,1:_ 2:_ 3:_ 4:ryy 5:pppp 6:_ 7:_
train-B21330,1:y 2:_ 3:yyy 4:_ 5:rrr 6:gg 7:_
train-B21331,1:_ 2:rrrr 3:bbb 4:_ 5:_ 6:pp 7:_
train-B21332,1:_ 2:o 3:_ 4:_ 5:ggg 6:oog 7:_
train-B21333,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21334,1:yyyy 2:_ 3:_ 4:o 5:pp 6:_ 7:_
train-B21335,1:_ 2:_ 3:pr 4:pyy 5:_ 6:pppp 7:_
train-B21336,1:_ 2:yyy 3:_ 4:_ 5:bbb 6:_ 7:ooo
train-B21337,1:_ 2:_ 3:_ 4:o 5:_ 6:_ 7:p
train-B21338,1:_ 2:pr 3:_ 4:ppp 5:rrr 6:_ 7:_
train-B21339,1:boo 2:_ 3:_ 4:_ 5:p 6:p 7:_
train-B21340,1:ggg 2:_ 3:yyo 4:_ 5:_ 6:_ 7:_
train-B21342,1:_ 2:_ 3:_ 4:gp 5:_ 6:oo 7:_
train-B21343,1:_ 2:ooo 3:_ 4:r 5:_ 6:_ 7:_
train-B21344,1:ooo 2:o 3:gggg 4:_ 5:_ 6:_ 7:g
train-B21345,1:_ 2:_ 3:_ 4:o 5:_ 6:_ 7:ppp
train-B21346,1:_ 2:rr 3:yyyy 4:_ 5:rrr 6:p 7:poo
train-B21347,1:_ 2:_ 3:p 4:gg 5:_ 6:g 7:_
train-B21348,1:_ 2:o 3:_ 4:_ 5:y 6:_ 7:_
train-B21349,1:_ 2:rrr 3:_ 4:p 5:_ 6:_ 7:_
train-B21350,1:_ 2:bbb 3:_ 4:_ 5:pppp 6:_ 7:yyyy
train-B21351,1:_ 2:_ 3:yy 4:bb 5:_ 6:_ 7:_
train-B21352,1:yyyy 2:gg 3:rrr 4:_ 5:y 6:ggg 7:bbb
train-B21353,1:o 2:_ 3:_ 4:ppp 5:ggg 6:gggg 7:_
train-B21354,1:_ 2:_ 3:_ 4:rrr 5:_ 6:pp 7:rr
train-B21355,1:_ 2:oooo 3:_ 4:bb 5:yyy 6:_ 7:yyy
train-B21356,1:rrr 2:_ 3:_ 4:_ 5:_ 6:ggg 7:oo
train-B21357,1:_ 2:gggg 3:r 4:_ 5:yyy 6:_ 7:_
train-B21358,1:yyy 2:ggg 3:_ 4:_ 5:_ 6:_ 7:_
train-B21360,1:o 2:_ 3:_ 4:rro 5:_ 6:_ 7:_
train-B21361,1:ppp 2:r 3:_ 4:_ 5:_ 6:_ 7:yyr
train-B21362,1:_ 2:_ 3:_ 4:rrrr 5:_ 6:_ 7:r
train-B21363,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21364,1:_ 2:_ 3:ggg 4:yyy 5:_ 6:_ 7:rr
train-B21365,1:rr 2:oo 3:_ 4:oooo 5:_ 6:_ 7:_
train-B21366,1:ooo 2:y 3:_ 4:_ 5:_ 6:_ 7:_
train-B21367,1:pppp 2:_ 3:o 4:_ 5:ppp 6:rrrr 7:p
train-B21368,1:bb 2:_ 3:_ 4:_ 5:r 6:gg 7:_
train-B21369,1:yyyy 2:y 3:_ 4:bb 5:pppp 6:rrrr 7:_
train-B21371,1:g 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21373,1:yy 2:oo 3:_ 4:_ 5:r 6:bbb 7:_
train-B21374,1:ggg 2:_ 3:_ 4:ggg 5:p 6:_ 7:rrrr
train-B21375,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:oo
train-B21376,1:_ 2:_ 3:_ 4:opp 5:rr 6:_ 7:ppp
train-B21377,1:rrrr 2:_ 3:py 4:_ 5:gg 6:_ 7:ppp
train-B21378,1:_ 2:y 3:ggg 4:r 5:yy 6:p 7:r
train-B21379,1:gggg 2:_ 3:_ 4:_ 5:_ 6:bb 7:_
train-B21380,1:_ 2:op 3:_ 4:_ 5:_ 6:rrr 7:bb
train-B21381,1:_ 2:yyyy 3:_ 4:_ 5:_ 6:oooo 7:_
train-B21382,1:_ 2:_ 3:_ 4:y 5:_ 6:_ 7:gpp
train-B21384,1:obb 2:_ 3:ppp 4:_ 5:_ 6:_ 7:_
train-B21385,1:_ 2:g 3:_ 4:oor 5:yy 6:_ 7:_
train-B21386,1:_ 2:o 3:p 4:bb 5:_ 6:_ 7:_
train-B21387,1:_ 2:pp 3:b 4:_ 5:_ 6:_ 7:_
train-B21388,1:gg 2:_ 3:_ 4:yy 5:_ 6:gggg 7:_
train-B21389,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21390,1:gro 2:_ 3:_ 4:_ 5:_ 6:_ 7:yyyy
train-B21391,1:yyyy 2:_ 3:g 4:_ 5:p 6:_ 7:oo
train-B21393,1:o 2:_ 3:bb 4:_ 5:_ 6:_ 7:rrr
train-B21394,1:yyy 2:_ 3:gg 4:_ 5:_ 6:_ 7:r
train-B21395,1:o 2:_ 3:y 4:_ 5:gggg 6:_ 7:_
train-B21396,1:_ 2:b 3:ooo 4:ggg 5:_ 6:yyy 7:_
train-B21397,1:_ 2:r 3:pp 4:_ 5:yyyy 6:_ 7:rrrr
train-B21398,1:_ 2:ooo 3:_ 4:_ 5:_ 6:_ 7:ooo
train-B21399,1:pppp 2:y 3:yyyy 4:ppp 5:_ 6:bb 7:_
train-B21400,1:_ 2:yyy 3:g 4:_ 5:_ 6:ooo 7:bb
train-B21401,1:oooo 2:_ 3:_ 4:_ 5:_ 6:ryy 7:oo
train-B21403,1:_ 2:ggg 3:ggg 4:_ 5:_ 6:rrrr 7:ooy
train-B21404,1:_ 2:ppp 3:oooo 4:pp 5:bbb 6:rr 7:o
train-B21405,1:o 2:_ 3:yyy 4:_ 5:_ 6:_ 7:yyyy
train-B21406,1:rrrr 2:_ 3:ggg 4:bb 5:_ 6:_ 7:_
train-B21407,1:rrrr 2:_ 3:_ 4:ooo 5:_ 6:p 7:_
train-B21408,1:_ 2:_ 3:bbb 4:y 5:oooo 6:_ 7:_
train-B21411,1:_ 2:_ 3:_ 4:_ 5:o 6:_ 7:_
train-B21412,1:p 2:pppp 3:_ 4:_ 5:r 6:_ 7:_
train-B21413,1:_ 2:rpp 3:rrr 4:_ 5:b 6:_ 7:_
train-B21414,1:_ 2:_ 3:_ 4:_ 5:_ 6:gg 7:_
train-B21415,1:bb 2:g 3:_ 4:_ 5:ggg 6:ppp 7:_
train-B21416,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21417,1:yyy 2:rrrr 3:y 4:r 5:_ 6:ooo 7:_
train-B21418,1:_ 2:_ 3:_ 4:o 5:g 6:gggg 7:_
train-B21419,1:ggg 2:bbb 3:_ 4:ggg 5:_ 6:gg 7:yyy
train-B21420,1:_ 2:pppp 3:_ 4:oo 5:bbb 6:ggg 7:_
train-B21421,1:_ 2:_ 3:rrr 4:y 5:yyyy 6:_ 7:_
train-B21422,1:_ 2:_ 3:gg 4:_ 5:_ 6:_ 7:oooo
train-B21423,1:_ 2:pppp 3:bbb 4:_ 5:pppp 6:_ 7:rrr
train-B21424,1:_ 2:_ 3:_ 4:_ 5:gpp 6:oooo 7:g
train-B21426,1:rrrr 2:_ 3:_ 4:yyy 5:_ 6:_ 7:rrr
train-B21427,1:oooo 2:_ 3:_ 4:_ 5:_ 6:bbb 7:_
train-B21428,1:_ 2:gg 3:_ 4:_ 5:ppp 6:_ 7:rr
train-B21429,1:_ 2:_ 3:_ 4:g 5:_ 6:_ 7:_
train-B21430,1:_ 2:_ 3:_ 4:ooo 5:bb 6:_ 7:ppp
train-B21431,1:_ 2:gy 3:_ 4:rrr 5:_ 6:bbb 7:_
train-B21432,1:y 2:bb 3:_ 4:_ 5:_ 6:_ 7:_
train-B21433,1:pppp 2:_ 3:_ 4:_ 5:ppp 6:g 7:_
train-B21434,1:ggg 2:_ 3:_ 4:yy 5:yyyy 6:yyy 7:_
train-B21435,1:_ 2:_ 3:_ 4:bbb 5:rr 6:_ 7:_
train-B21436,1:_ 2:gg 3:_ 4:_ 5:_ 6:_ 7:yyy
train-B21438,1:_ 2:_ 3:p 4:_ 5:rrr 6:_ 7:yyyy
train-B21439,1:_ 2:bb 3:_ 4:pp 5:_ 6:_ 7:o
train-B21441,1:rrrr 2:_ 3:_ 4:_ 5:g 6:pp 7:_
train-B21442,1:g 2:yyyy 3:_ 4:_ 5:p 6:_ 7:_
train-B21444,1:pppp 2:_ 3:_ 4:r 5:_ 6:_ 7:ppp
train-B21445,1:rrr 2:_ 3:_ 4:_ 5:_ 6:bbb 7:_
train-B21446,1:_ 2:_ 3:_ 4:_ 5:oo 6:_ 7:_
train-B21447,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21448,1:ppp 2:_ 3:_ 4:_ 5:_ 6:_ 7:bbb
train-B21449,1:_ 2:yyy 3:_ 4:ooy 5:yyyy 6:p 7:_
train-B21450,1:_ 2:_ 3:_ 4:_ 5:_ 6:g 7:_
train-B21451,1:_ 2:gggg 3:_ 4:_ 5:bbb 6:pppp 7:o
train-B21452,1:o 2:_ 3:ppp 4:_ 5:ooo 6:_ 7:ooo
train-B21453,1:_ 2:rrr 3:ppp 4:yyy 5:oo 6:bb 7:_
train-B21454,1:_ 2:_ 3:_ 4:r 5:rr 6:pppp 7:oooo
train-B21455,1:yyy 2:_ 3:_ 4:_ 5:ooo 6:ppr 7:_
train-B21456,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21457,1:p 2:_ 3:pppp 4:_ 5:bbb 6:ggg 7:_
train-B21460,1:_ 2:_ 3:_ 4:rrrr 5:_ 6:bbb 7:_
train-B21461,1:_ 2:_ 3:ppp 4:_ 5:gg 6:_ 7:_
train-B21462,1:bbb 2:_ 3:_ 4:_ 5:_ 6:_ 7:ppp
train-B21463,1:_ 2:yyyy 3:_ 4:gg 5:g 6:yy 7:_
train-B21464,1:yp 2:_ 3:_ 4:_ 5:pp 6:yyy 7:gggg
train-B21465,1:_ 2:_ 3:_ 4:_ 5:oo 6:pppp 7:bb
train-B21466,1:_ 2:yyy 3:rr 4:_ 5:_ 6:_ 7:oo
train-B21467,1:o 2:_ 3:_ 4:ggg 5:_ 6:ggp 7:_
train-B21468,1:_ 2:o 3:_ 4:gpp 5:_ 6:_ 7:oo
train-B21469,1:oooo 2:yyy 3:_ 4:bbb 5:rr 6:_ 7:yyyy
train-B21470,1:bbb 2:pp 3:rr 4:_ 5:_ 6:oooo 7:_
train-B21471,1:_ 2:_ 3:o 4:_ 5:_ 6:_ 7:_
train-B21472,1:_ 2:ooo 3:_ 4:_ 5:_ 6:_ 7:_
train-B21473,1:_ 2:_ 3:pppp 4:ggg 5:_ 6:yyyy 7:ppp
train-B21475,1:gggg 2:_ 3:_ 4:p 5:yyy 6:_ 7:_
train-B21476,1:r 2:_ 3:_ 4:_ 5:_ 6:ggg 7:pyy
train-B21477,1:_ 2:_ 3:_ 4:_ 5:_ 6:gp 7:oop
train-B21478,1:_ 2:y 3:ooo 4:_ 5:_ 6:bb 7:_
train-B21479,1:_ 2:_ 3:_ 4:rrrr 5:y 6:bb 7:_
train-B21480,1:g 2:_ 3:pppp 4:_ 5:pppp 6:_ 7:_
train-B21481,1:_ 2:_ 3:ppp 4:_ 5:_ 6:_ 7:_
train-B21482,1:rr 2:_ 3:_ 4:rrr 5:_ 6:_ 7:_
train-B21483,1:_ 2:r 3:oo 4:_ 5:_ 6:_ 7:_
train-B21484,1:_ 2:_ 3:_ 4:_ 5:ggg 6:_ 7:_
train-B21486,1:_ 2:ggg 3:_ 4:_ 5:_ 6:_ 7:_
train-B21487,1:_ 2:_ 3:pp 4:_ 5:o 6:g 7:rrr
train-B21488,1:_ 2:_ 3:bb 4:_ 5:o 6:gggg 7:y
train-B21489,1:_ 2:oooo 3:rrrr 4:_ 5:_ 6:rr 7:yy
train-B21490,1:ooo 2:pp 3:_ 4:_ 5:rrr 6:pp 7:o
train-B21491,1:y 2:g 3:oo 4:rr 5:_ 6:bbb 7:ppp
train-B21493,1:_ 2:_ 3:gg 4:_ 5:gpp 6:yy 7:_
train-B21494,1:_ 2:ggp 3:yoo 4:_ 5:oooo 6:_ 7:_
train-B21495,1:_ 2:bbb 3:_ 4:oo 5:gggg 6:pppp 7:_
train-B21496,1:_ 2:_ 3:gggg 4:_ 5:_ 6:_ 7:_
train-B21497,1:py 2:ooo 3:_ 4:pppp 5:rrr 6:yy 7:_
train-B21498,1:bbb 2:ogg 3:_ 4:rr 5:_ 6:rrr 7:p
train-B21499,1:_ 2:y 3:_ 4:_ 5:_ 6:_ 7:_
train-B21500,1:_ 2:_ 3:_ 4:_ 5:_ 6:pppp 7:ooo
train-B21501,1:_ 2:_ 3:_ 4:pp 5:p 6:_ 7:bbb
train-B21502,1:yyyy 2:rr 3:ppp 4:_ 5:_ 6:_ 7:b
train-B21503,1:_ 2:_ 3:_ 4:rrrr 5:_ 6:_ 7:bbb
train-B21504,1:_ 2:yoo 3:_ 4:_ 5:yy 6:_ 7:_
train-B21505,1:_ 2:pp 3:_ 4:_ 5:_ 6:_ 7:oo
train-B21506,1:pp 2:_ 3:r 4:_ 5:ggg 6:_ 7:_
train-B21507,1:_ 2:_ 3:_ 4:_ 5:_ 6:ggg 7:ggg
train-B21508,1:_ 2:pppp 3:bbb 4:gggg 5:_ 6:y 7:_
train-B21509,1:_ 2:_ 3:p 4:_ 5:_ 6:_ 7:gp
train-B21512,1:o 2:_ 3:_ 4:_ 5:_ 6:ooo 7:_
train-B21514,1:_ 2:ppp 3:g 4:_ 5:bb 6:gggg 7:r
train-B21515,1:_ 2:ooo 3:_ 4:_ 5:_ 6:_ 7:_
train-B21516,1:_ 2:yyyy 3:rrr 4:rrr 5:_ 6:ggg 7:_
train-B21517,1:rrrr 2:_ 3:ooo 4:_ 5:_ 6:yy 7:_
train-B21519,1:oo 2:bbb 3:rrrr 4:rrrr 5:pp 6:yyyy 7:_
train-B21520,1:_ 2:_ 3:_ 4:rrr 5:_ 6:pgg 7:_
train-B21522,1:r 2:_ 3:bb 4:pppp 5:_ 6:_ 7:_
train-B21523,1:_ 2:_ 3:_ 4:ggg 5:p 6:ooo 7:_
train-B21524,1:yyy 2:_ 3:ppp 4:rrr 5:_ 6:_ 7:_
train-B21525,1:rr 2:_ 3:_ 4:yy 5:rr 6:rr 7:rr
train-B21526,1:_ 2:_ 3:yy 4:ooo 5:_ 6:_ 7:oo
train-B21527,1:oooo 2:o 3:_ 4:_ 5:o 6:bbb 7:pppp
train-B21528,1:_ 2:_ 3:_ 4:_ 5:_ 6:bbb 7:g
train-B21529,1:yy 2:_ 3:_ 4:_ 5:_ 6:yy 7:_
train-B21530,1:_ 2:pppp 3:g 4:yy 5:_ 6:_ 7:_
train-B21531,1:y 2:_ 3:_ 4:p 5:p 6:_ 7:_
train-B21532,1:y 2:_ 3:gggg 4:_ 5:ppp 6:oo 7:_
train-B21533,1:rr 2:_ 3:_ 4:_ 5:bbb 6:_ 7:bb
train-B21534,1:_ 2:pp 3:_ 4:rrrr 5:ppp 6:rr 7:_
