id,final_world_state
train-B21286-2,1:g 2:_ 3:_ 4:_ 5:_ 6:ooo 7:pr
train-B21286-3,1:g 2:_ 3:_ 4:_ 5:_ 6:ooo 7:bb
train-B21286-4,1:_ 2:_ 3:_ 4:_ 5:_ 6:ooo 7:bbg
train-B21287-0,1:yyy 2:rr 3:_ 4:o 5:gggg 6:_ 7:oo
train-B21287-1,1:yyy 2:r 3:_ 4:o 5:gggg 6:_ 7:oo
train-B21287-2,1:yyy 2:r 3:_ 4:o 5:gggg 6:_ 7:o
train-B21287-3,1:yyy 2:_ 3:_ 4:o 5:gggg 6:_ 7:o
train-B21287-4,1:yyy 2:_ 3:_ 4:oo 5:gggg 6:_ 7:_
train-B21288-0,1:r 2:ppp 3:ggg 4:_ 5:rrrr 6:o 7:_
train-B21288-1,1:r 2:pp 3:ggg 4:_ 5:rrrr 6:o 7:_
train-B21288-2,1:r 2:pp 3:ggg 4:_ 5:rrrr 6:_ 7:_
train-B21288-3,1:r 2:pp 3:g 4:_ 5:rrrr 6:_ 7:_
train-B21288-4,1:r 2:pp 3:g 4:_ 5:rrr 6:_ 7:_
train-B21289-0,1:_ 2:oo 3:ppp 4:_ 5:yy 6:pp 7:g
train-B21289-1,1:_ 2:oo 3:ppp 4:_ 5:yy 6:pp 7:_
train-B21289-2,1:_ 2:oo 3:ppp 4:_ 5:yy 6:p 7:_
train-B21289-3,1:_ 2:oo 3:ppp 4:_ 5:yy 6:_ 7:_
train-B21289-4,1:_ 2:oo 3:_ 4:_ 5:yy 6:_ 7:_
train-B21290-0,1:gg 2:o 3:yyyy 4:rrrr 5:ggg 6:gggg 7:g
train-B21290-1,1:gg 2:o 3:yyyy 4:rrrr 5:_ 6:gggg 7:g
train-B21290-2,1:gg 2:o 3:yyyy 4:rr 5:_ 6:gggg 7:g
train-B21290-3,1:gg 2:_ 3:yyyy 4:rr 5:_ 6:gggg 7:g
train-B21290-4,1:ggg 2:_ 3:yyyy 4:rr 5:_ 6:gggg 7:_
train-B21291-0,1:_ 2:y 3:yyy 4:ppp 5:_ 6:rrr 7:ppp
train-B21291-1,1:_ 2:y 3:yyy 4:ppp 5:_ 6:rrr 7:_
train-B21291-2,1:_ 2:y 3:yyy 4:ppp 5:_ 6:r 7:_
train-B21291-3,1:_ 2:_ 3:yyy 4:ppp 5:_ 6:ry 7:_
train-B21291-4,1:_ 2:_ 3:yyy 4:ppp 5:_ 6:r 7:_
train-B21292-0,1:_ 2:ggg 3:rrrr 4:_ 5:oo 6:ooo 7:yyy
train-B21292-1,1:_ 2:ggg 3:_ 4:_ 5:oo 6:ooo 7:yyy
train-B21292-2,1:_ 2:ggg 3:_ 4:_ 5:oo 6:ooo 7:yy
train-B21292-3,1:_ 2:g 3:_ 4:_ 5:oo 6:ooo 7:yy
train-B21292-4,1:_ 2:_ 3:_ 4:_ 5:oo 6:ooo 7:yy
train-B21293-0,1:p 2:ppp 3:y 4:o 5:_ 6:_ 7:yyyy
train-B21293-1,1:p 2:ppp 3:y 4:_ 5:_ 6:_ 7:yyyy
train-B21293-2,1:p 2:ppp 3:y 4:_ 5:_ 6:_ 7:yy
train-B21293-3,1:p 2:pp 3:y 4:_ 5:_ 6:_ 7:yy
train-B21293-4,1:p 2:_ 3:ypp 4:_ 5:_ 6:_ 7:yy
train-B21294-0,1:rrr 2:r 3:gggg 4:_ 5:ggg 6:ppp 7:_
train-B21294-1,1:rrr 2:r 3:gggg 4:_ 5:_ 6:ppp 7:_
train-B21294-2,1:rrr 2:r 3:g 4:_ 5:_ 6:ppp 7:_
train-B21294-3,1:rrr 2:_ 3:gr 4:_ 5:_ 6:ppp 7:_
train-B21294-4,1:rrr 2:_ 3:bb 4:_ 5:_ 6:ppp 7:_
train-B21295-0,1:_ 2:g 3:yy 4:p 5:pp 6:yyy 7:rrrr
train-B21295-1,1:_ 2:g 3:_ 4:pyy 5:pp 6:yyy 7:rrrr
train-B21295-2,1:_ 2:gpp 3:_ 4:pyy 5:_ 6:yyy 7:rrrr
train-B21295-3,1:_ 2:gpp 3:_ 4:pyy 5:_ 6:yyy 7:_
train-B21295-4,1:_ 2:bbb 3:_ 4:pyy 5:_ 6:yyy 7:_
train-B21296-0,1:pppp 2:yy 3:ppp 4:o 5:_ 6:_ 7:ooo
train-B21296-1,1:pp 2:yy 3:ppp 4:o 5:_ 6:_ 7:ooo
train-B21296-2,1:pp 2:yy 3:ppp 4:o 5:_ 6:_ 7:oo
train-B21296-3,1:pp 2:yy 3:ppp 4:_ 5:_ 6:_ 7:ooo
train-B21296-4,1:pp 2:yy 3:ppp 4:_ 5:_ 6:_ 7:o
train-B21297-0,1:r 2:_ 3:oooo 4:pp 5:p 6:gg 7:_
train-B21297-1,1:r 2:_ 3:oooo 4:pp 5:pgg 6:_ 7:_
train-B21297-2,1:r 2:_ 3:oooo 4:pp 5:bbb 6:_ 7:_
train-B21297-3,1:r 2:_ 3:oooo 4:pp 5:b 6:_ 7:_
train-B21297-4,1:r 2:_ 3:oooo 4:pp 5:_ 6:_ 7:_
train-B21299-0,1:yyyy 2:pppp 3:rrr 4:_ 5:_ 6:ppp 7:o
train-B21299-1,1:yyyy 2:ppp 3:rrr 4:_ 5:_ 6:ppp 7:o
train-B21299-2,1:yyy 2:ppp 3:rrr 4:_ 5:_ 6:ppp 7:o
train-B21299-3,1:yyy 2:p 3:rrr 4:_ 5:_ 6:ppp 7:o
train-B21299-4,1:yyy 2:p 3:rrr 4:_ 5:_ 6:ppp 7:_
train-B21300-0,1:ggg 2:_ 3:ggg 4:_ 5:rr 6:_ 7:ooo
train-B21300-1,1:ggg 2:_ 3:ggg 4:_ 5:r 6:_ 7:ooo
train-B21300-2,1:ggg 2:_ 3:ggg 4:_ 5:_ 6:_ 7:ooo
train-B21300-3,1:ggg 2:_ 3:g 4:_ 5:_ 6:_ 7:ooo
train-B21300-4,1:g 2:_ 3:g 4:_ 5:_ 6:_ 7:ooo
train-B21301-0,1:oo 2:pppp 3:_ 4:yyyy 5:yy 6:g 7:gg
train-B21301-1,1:oo 2:pppp 3:_ 4:yyyy 5:yy 6:_ 7:gg
train-B21301-2,1:oo 2:pppp 3:_ 4:_ 5:yy 6:_ 7:gg
train-B21301-3,1:oo 2:pp 3:_ 4:_ 5:yy 6:_ 7:gg
train-B21301-4,1:oo 2:pp 3:_ 4:_ 5:y 6:_ 7:gg
train-B21302-0,1:_ 2:pppp 3:_ 4:yy 5:y 6:ppp 7:oo
train-B21302-1,1:_ 2:pppp 3:_ 4:yy 5:_ 6:ppp 7:oo
train-B21302-2,1:_ 2:_ 3:_ 4:yy 5:_ 6:ppp 7:oo
train-B21302-3,1:_ 2:_ 3:_ 4:y 5:_ 6:ppp 7:oo
train-B21302-4,1:_ 2:_ 3:_ 4:y 5:_ 6:ppp 7:o
train-B21303-0,1:pppp 2:o 3:pppp 4:_ 5:oo 6:_ 7:_
train-B21303-1,1:pppp 2:_ 3:pppp 4:_ 5:ooo 6:_ 7:_
train-B21303-2,1:pppp 2:_ 3:ppp 4:_ 5:ooo 6:_ 7:_
train-B21303-3,1:pppp 2:_ 3:pp 4:_ 5:ooo 6:_ 7:_
train-B21303-4,1:pppp 2:_ 3:p 4:_ 5:ooo 6:_ 7:_
train-B21304-0,1:r 2:_ 3:gg 4:_ 5:gggg 6:oooo 7:yyy
train-B21304-1,1:r 2:_ 3:gg 4:_ 5:gggg 6:oooo 7:_
train-B21304-2,1:r 2:_ 3:gg 4:_ 5:gggg 6:ooo 7:_
train-B21304-3,1:r 2:_ 3:g 4:_ 5:gggg 6:ooo 7:_
train-B21304-4,1:r 2:_ 3:_ 4:_ 5:gggg 6:ooo 7:_
train-B21305-0,1:_ 2:rrrr 3:rrr 4:o 5:yyyy 6:_ 7:_
train-B21305-1,1:_ 2:rrrr 3:rrr 4:o 5:_ 6:_ 7:_
train-B21305-2,1:_ 2:rrrr 3:rr 4:o 5:_ 6:_ 7:_
train-B21305-3,1:_ 2:rrrr 3:r 4:o 5:_ 6:_ 7:_
train-B21305-4,1:_ 2:rrrr 3:ro 4:_ 5:_ 6:_ 7:_
train-B21306-0,1:p 2:o 3:oo 4:_ 5:r 6:_ 7:rrr
train-B21306-1,1:p 2:o 3:oo 4:_ 5:r 6:_ 7:_
train-B21306-2,1:p 2:ooo 3:_ 4:_ 5:r 6:_ 7:_
train-B21306-3,1:p 2:o 3:_ 4:_ 5:r 6:_ 7:_
train-B21306-4,1:pr 2:o 3:_ 4:_ 5:_ 6:_ 7:_
train-B21307-0,1:_ 2:rrrr 3:pppp 4:_ 5:p 6:_ 7:gg
train-B21307-1,1:_ 2:rrrr 3:pppp 4:_ 5:pgg 6:_ 7:_
train-B21307-2,1:_ 2:rrrr 3:pppp 4:_ 5:p 6:_ 7:_
train-B21307-3,1:_ 2:r 3:pppp 4:_ 5:p 6:_ 7:_
train-B21307-4,1:_ 2:_ 3:pppp 4:_ 5:pr 6:_ 7:_
train-B21309-0,1:y 2:ppp 3:_ 4:r 5:_ 6:yyy 7:y
train-B21309-1,1:y 2:ppp 3:_ 4:r 5:_ 6:yyy 7:_
train-B21309-2,1:_ 2:ppp 3:_ 4:ry 5:_ 6:yyy 7:_
train-B21309-3,1:_ 2:ppp 3:_ 4:bb 5:_ 6:yyy 7:_
train-B21309-4,1:_ 2:ppp 3:_ 4:_ 5:_ 6:yyy 7:_
train-B21310-0,1:pp 2:yy 3:o 4:_ 5:rrr 6:gg 7:rrrr
train-B21310-1,1:pp 2:_ 3:oyy 4:_ 5:rrr 6:gg 7:rrrr
train-B21310-2,1:p 2:_ 3:oyy 4:_ 5:rrr 6:gg 7:rrrr
train-B21310-3,1:p 2:_ 3:oy 4:_ 5:rrr 6:gg 7:rrrr
train-B21310-4,1:p 2:_ 3:bb 4:_ 5:rrr 6:gg 7:rrrr
train-B21311-0,1:y 2:o 3:ggg 4:ggg 5:p 6:rrr 7:_
train-B21311-1,1:_ 2:o 3:ggg 4:ggg 5:py 6:rrr 7:_
train-B21311-2,1:_ 2:_ 3:ggg 4:ggg 5:py 6:rrr 7:_
train-B21311-3,1:_ 2:_ 3:ggg 4:gg 5:py 6:rrr 7:_
train-B21311-4,1:_ 2:_ 3:ggg 4:gg 5:bb 6:rrr 7:_
train-B21312-0,1:rr 2:oooo 3:ppp 4:yyyy 5:p 6:yy 7:pppp
train-B21312-1,1:rr 2:oooo 3:ppp 4:yyyy 5:pyy 6:_ 7:pppp
train-B21312-2,1:rr 2:oooo 3:ppp 4:yyyy 5:bbb 6:_ 7:pppp
train-B21312-3,1:rr 2:oooo 3:p 4:yyyy 5:bbb 6:_ 7:pppp
train-B21312-4,1:rr 2:o 3:p 4:yyyy 5:bbb 6:_ 7:pppp
train-B21313-0,1:yyyy 2:g 3:_ 4:p 5:yy 6:p 7:_
train-B21313-1,1:yyyy 2:_ 3:_ 4:pg 5:yy 6:p 7:_
train-B21313-2,1:yyyy 2:_ 3:_ 4:bb 5:yy 6:p 7:_
train-B21313-3,1:yyyy 2:_ 3:_ 4:bb 5:_ 6:pyy 7:_
train-B21313-4,1:yyyy 2:_ 3:_ 4:bb 5:_ 6:bbb 7:_
train-B21314-0,1:_ 2:ggg 3:p 4:yyy 5:r 6:ooo 7:pp
train-B21314-1,1:_ 2:ggg 3:p 4:yyy 5:r 6:ooo 7:p
train-B21314-2,1:_ 2:ggg 3:p 4:yyy 5:r 6:ooo 7:_
train-B21314-3,1:_ 2:ggg 3:p 4:y 5:r 6:ooo 7:_
train-B21314-4,1:_ 2:ggg 3:p 4:y 5:_ 6:ooo 7:_
train-B21315-0,1:_ 2:oo 3:yy 4:rr 5:rrr 6:gggg 7:g
train-B21315-1,1:_ 2:oo 3:yy 4:_ 5:rrr 6:gggg 7:g
train-B21315-2,1:_ 2:_ 3:yy 4:_ 5:rrr 6:gggg 7:goo
train-B21315-3,1:_ 2:_ 3:y 4:_ 5:rrr 6:gggg 7:goo
train-B21315-4,1:_ 2:_ 3:y 4:_ 5:rrr 6:gggg 7:bbb
train-B21316-0,1:ppp 2:yy 3:ggg 4:yyyy 5:oooo 6:pppp 7:_
train-B21316-1,1:ppp 2:_ 3:ggg 4:yyyy 5:oooo 6:pppp 7:_
train-B21316-2,1:_ 2:_ 3:ggg 4:yyyy 5:oooo 6:pppp 7:_
train-B21316-3,1:_ 2:_ 3:gg 4:yyyy 5:oooo 6:pppp 7:_
train-B21316-4,1:_ 2:_ 3:gg 4:y 5:oooo 6:pppp 7:_
train-B21317-0,1:yyy 2:_ 3:_ 4:_ 5:rr 6:yy 7:o
train-B21317-1,1:yyy 2:_ 3:_ 4:_ 5:_ 6:yy 7:orr
train-B21317-2,1:yy 2:_ 3:_ 4:_ 5:_ 6:yy 7:orr
train-B21317-3,1:yy 2:_ 3:_ 4:_ 5:_ 6:yy 7:o
train-B21317-4,1:y 2:_ 3:_ 4:_ 5:_ 6:yy 7:o
train-B21319-0,1:rrr 2:_ 3:ooo 4:o 5:_ 6:ppp 7:_
train-B21319-1,1:rrr 2:_ 3:o 4:o 5:_ 6:ppp 7:_
train-B21319-2,1:rrr 2:_ 3:_ 4:o 5:_ 6:ppp 7:_
train-B21319-3,1:rrr 2:_ 3:_ 4:o 5:_ 6:p 7:_
train-B21319-4,1:rrr 2:_ 3:_ 4:_ 5:_ 6:po 7:_
train-B21320-0,1:rr 2:pp 3:r 4:ooo 5:o 6:ooo 7:_
train-B21320-1,1:rr 2:pp 3:r 4:ooo 5:_ 6:ooo 7:_
train-B21320-2,1:rr 2:ppr 3:_ 4:ooo 5:_ 6:ooo 7:_
train-B21320-3,1:rr 2:bbb 3:_ 4:ooo 5:_ 6:ooo 7:_
train-B21320-4,1:rr 2:bbb 3:_ 4:oo 5:_ 6:ooo 7:_
train-B21321-0,1:yyyy 2:_ 3:yyy 4:_ 5:_ 6:p 7:_
train-B21321-1,1:y 2:_ 3:yyy 4:_ 5:_ 6:p 7:_
train-B21321-2,1:_ 2:_ 3:yyy 4:_ 5:_ 6:p 7:_
train-B21321-3,1:_ 2:_ 3:yyy 4:_ 5:_ 6:_ 7:_
train-B21321-4,1:_ 2:_ 3:y 4:_ 5:_ 6:_ 7:_
train-B21322-0,1:oo 2:p 3:oo 4:_ 5:ooo 6:gg 7:o
train-B21322-1,1:oo 2:p 3:oo 4:_ 5:ooo 6:gg 7:_
train-B21322-2,1:oo 2:p 3:oo 4:_ 5:_ 6:gg 7:_
train-B21322-3,1:oop 2:_ 3:oo 4:_ 5:_ 6:gg 7:_
train-B21322-4,1:oop 2:_ 3:_ 4:_ 5:_ 6:gg 7:_
train-B21323-0,1:rrrr 2:pppp 3:rrr 4:o 5:r 6:rrr 7:gggg
train-B21323-1,1:rrrr 2:pppp 3:rrr 4:_ 5:ro 6:rrr 7:gggg
train-B21323-2,1:rrrr 2:pppp 3:rrr 4:_ 5:bb 6:rrr 7:gggg
train-B21323-3,1:rrrr 2:pppp 3:r 4:_ 5:bb 6:rrr 7:gggg
train-B21323-4,1:rrr 2:pppp 3:r 4:_ 5:bb 6:rrr 7:gggg
train-B21324-0,1:y 2:_ 3:r 4:y 5:_ 6:_ 7:o
train-B21324-1,1:y 2:_ 3:r 4:_ 5:_ 6:_ 7:oy
train-B21324-2,1:y 2:_ 3:r 4:_ 5:_ 6:_ 7:bb
train-B21324-3,1:_ 2:_ 3:r 4:_ 5:_ 6:_ 7:bby
train-B21324-4,1:_ 2:_ 3:r 4:_ 5:_ 6:_ 7:_
train-B21325-0,1:rrr 2:ooo 3:ppp 4:ggg 5:rrr 6:_ 7:yy
train-B21325-1,1:_ 2:ooo 3:ppp 4:ggg 5:rrr 6:_ 7:yy
train-B21325-2,1:_ 2:oo 3:ppp 4:ggg 5:rrr 6:_ 7:yy
train-B21325-3,1:_ 2:oo 3:ppp 4:_ 5:rrr 6:_ 7:yy
train-B21325-4,1:_ 2:oo 3:ppp 4:_ 5:rrr 6:_ 7:_
train-B21326-0,1:yyyy 2:rr 3:yy 4:rrrr 5:oo 6:g 7:pppp
train-B21326-1,1:yyyy 2:rr 3:yy 4:rrrr 5:oo 6:g 7:p
train-B21326-2,1:yyyy 2:rr 3:yy 4:rrrr 5:_ 6:g 7:poo
train-B21326-3,1:yyyy 2:_ 3:yy 4:rrrr 5:_ 6:grr 7:poo
train-B21326-4,1:yyyy 2:_ 3:yy 4:rrrr 5:_ 6:bbb 7:poo
train-B21327-0,1:p 2:ggg 3:pp 4:p 5:ggg 6:pppp 7:oooo
train-B21327-1,1:p 2:g 3:pp 4:p 5:ggg 6:pppp 7:oooo
train-B21327-2,1:p 2:gp 3:pp 4:_ 5:ggg 6:pppp 7:oooo
train-B21327-3,1:p 2:gp 3:pp 4:_ 5:ggg 6:p 7:oooo
train-B21327-4,1:ppp 2:gp 3:_ 4:_ 5:ggg 6:p 7:oooo
train-B21328-0,1:oo 2:yy 3:gg 4:rrrr 5:pppp 6:_ 7:_
train-B21328-1,1:_ 2:yy 3:gg 4:rrrr 5:pppp 6:_ 7:_
train-B21328-2,1:_ 2:yy 3:gg 4:r 5:pppp 6:_ 7:_
train-B21328-3,1:_ 2:_ 3:gg 4:ryy 5:pppp 6:_ 7:_
train-B21328-4,1:_ 2:_ 3:_ 4:ryy 5:pppp 6:_ 7:_
train-B21330-0,1:yyy 2:g 3:yyy 4:_ 5:rr 6:ggg 7:r
train-B21330-1,1:yyy 2:g 3:yyy 4:_ 5:rrr 6:ggg 7:_
train-B21330-2,1:yyy 2:g 3:yyy 4:_ 5:rrr 6:g 7:_
train-B21330-3,1:yyy 2:_ 3:yyy 4:_ 5:rrr 6:gg 7:_
train-B21330-4,1:y 2:_ 3:yyy 4:_ 5:rrr 6:gg 7:_
train-B21331-0,1:g 2:rrrr 3:y 4:_ 5:_ 6:ppp 7:p
train-B21331-1,1:g 2:rrrr 3:yp 4:_ 5:_ 6:ppp 7:_
train-B21331-2,1:_ 2:rrrr 3:ypg 4:_ 5:_ 6:ppp 7:_
train-B21331-3,1:_ 2:rrrr 3:bbb 4:_ 5:_ 6:ppp 7:_
train-B21331-4,1:_ 2:rrrr 3:bbb 4:_ 5:_ 6:pp 7:_
train-B21332-0,1:_ 2:o 3:g 4:o 5:ggg 6:o 7:p
train-B21332-1,1:_ 2:o 3:g 4:op 5:ggg 6:o 7:_
train-B21332-2,1:_ 2:o 3:g 4:o 5:ggg 6:o 7:_
train-B21332-3,1:_ 2:o 3:g 4:_ 5:ggg 6:oo 7:_
train-B21332-4,1:_ 2:o 3:_ 4:_ 5:ggg 6:oog 7:_
train-B21333-0,1:r 2:pppp 3:_ 4:_ 5:_ 6:_ 7:_
train-B21333-1,1:r 2:ppp 3:_ 4:_ 5:_ 6:_ 7:_
train-B21333-2,1:_ 2:ppp 3:_ 4:_ 5:_ 6:_ 7:_
train-B21333-3,1:_ 2:p 3:_ 4:_ 5:_ 6:_ 7:_
train-B21333-4,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21334-0,1:yyyy 2:pp 3:y 4:o 5:pp 6:rr 7:rrrr
train-B21334-1,1:yyyy 2:pp 3:_ 4:o 5:pp 6:rr 7:rrrr
train-B21334-2,1:yyyy 2:pp 3:_ 4:o 5:pp 6:_ 7:rrrr
train-B21334-3,1:yyyy 2:_ 3:_ 4:o 5:pp 6:_ 7:rrrr
train-B21334-4,1:yyyy 2:_ 3:_ 4:o 5:pp 6:_ 7:_
train-B21335-0,1:yy 2:r 3:p 4:p 5:_ 6:pppp 7:yyyy
train-B21335-1,1:_ 2:r 3:p 4:pyy 5:_ 6:pppp 7:yyyy
train-B21335-2,1:_ 2:_ 3:pr 4:pyy 5:_ 6:pppp 7:yyyy
train-B21335-3,1:_ 2:_ 3:pr 4:pyy 5:_ 6:pppp 7:yy
train-B21335-4,1:_ 2:_ 3:pr 4:pyy 5:_ 6:pppp 7:_
train-B21336-0,1:_ 2:yyy 3:p 4:r 5:pp 6:_ 7:ooo
train-B21336-1,1:_ 2:yyy 3:p 4:r 5:p 6:_ 7:ooo
train-B21336-2,1:_ 2:yyy 3:p 4:_ 5:pr 6:_ 7:ooo
train-B21336-3,1:_ 2:yyy 3:_ 4:_ 5:prp 6:_ 7:ooo
train-B21336-4,1:_ 2:yyy 3:_ 4:_ 5:bbb 6:_ 7:ooo
train-B21337-0,1:_ 2:oo 3:_ 4:oo 5:_ 6:_ 7:ppp
train-B21337-1,1:_ 2:_ 3:_ 4:oo 5:_ 6:_ 7:ppp
train-B21337-2,1:_ 2:_ 3:_ 4:oo 5:_ 6:_ 7:pp
train-B21337-3,1:_ 2:_ 3:_ 4:oo 5:_ 6:_ 7:p
train-B21337-4,1:_ 2:_ 3:_ 4:o 5:_ 6:_ 7:p
train-B21338-0,1:_ 2:pppp 3:p 4:ppp 5:rrr 6:_ 7:rr
train-B21338-1,1:_ 2:pppp 3:_ 4:ppp 5:rrr 6:_ 7:rrp
train-B21338-2,1:_ 2:pppp 3:_ 4:ppp 5:rrr 6:_ 7:r
train-B21338-3,1:_ 2:p 3:_ 4:ppp 5:rrr 6:_ 7:r
train-B21338-4,1:_ 2:pr 3:_ 4:ppp 5:rrr 6:_ 7:_
train-B21339-0,1:r 2:_ 3:oo 4:_ 5:p 6:p 7:g
train-B21339-1,1:rg 2:_ 3:oo 4:_ 5:p 6:p 7:_
train-B21339-2,1:bb 2:_ 3:oo 4:_ 5:p 6:p 7:_
train-B21339-3,1:b 2:_ 3:oo 4:_ 5:p 6:p 7:_
train-B21339-4,1:boo 2:_ 3:_ 4:_ 5:p 6:p 7:_
train-B21340-0,1:ggg 2:o 3:y 4:o 5:y 6:_ 7:_
train-B21340-1,1:ggg 2:o 3:yy 4:o 5:_ 6:_ 7:_
train-B21340-2,1:ggg 2:o 3:yyo 4:_ 5:_ 6:_ 7:_
train-B21340-3,1:ggg 2:o 3:yy 4:_ 5:_ 6:_ 7:_
train-B21340-4,1:ggg 2:_ 3:yyo 4:_ 5:_ 6:_ 7:_
train-B21342-0,1:_ 2:_ 3:_ 4:gggg 5:_ 6:oo 7:pppp
train-B21342-1,1:_ 2:_ 3:_ 4:gggg 5:_ 6:oo 7:pp
train-B21342-2,1:_ 2:_ 3:_ 4:g 5:_ 6:oo 7:pp
train-B21342-3,1:_ 2:_ 3:_ 4:gpp 5:_ 6:oo 7:_
train-B21342-4,1:_ 2:_ 3:_ 4:gp 5:_ 6:oo 7:_
train-B21343-0,1:_ 2:ooo 3:ooo 4:rrr 5:_ 6:g 7:_
train-B21343-1,1:_ 2:ooo 3:oo 4:rrr 5:_ 6:g 7:_
train-B21343-2,1:_ 2:ooo 3:oog 4:rrr 5:_ 6:_ 7:_
train-B21343-3,1:_ 2:ooo 3:_ 4:rrr 5:_ 6:_ 7:_
train-B21343-4,1:_ 2:ooo 3:_ 4:r 5:_ 6:_ 7:_
train-B21344-0,1:ooo 2:ooo 3:gggg 4:g 5:_ 6:gg 7:gg
train-B21344-1,1:ooo 2:ooo 3:gggg 4:_ 5:_ 6:gg 7:ggg
train-B21344-2,1:ooo 2:o 3:gggg 4:_ 5:_ 6:gg 7:ggg
train-B21344-3,1:ooo 2:o 3:gggg 4:_ 5:_ 6:_ 7:ggg
train-B21344-4,1:ooo 2:o 3:gggg 4:_ 5:_ 6:_ 7:g
train-B21345-0,1:oo 2:_ 3:_ 4:o 5:g 6:_ 7:pppp
train-B21345-1,1:oog 2:_ 3:_ 4:o 5:_ 6:_ 7:pppp
train-B21345-2,1:bbb 2:_ 3:_ 4:o 5:_ 6:_ 7:pppp
train-B21345-3,1:_ 2:_ 3:_ 4:o 5:_ 6:_ 7:pppp
train-B21345-4,1:_ 2:_ 3:_ 4:o 5:_ 6:_ 7:ppp
train-B21346-0,1:_ 2:rrr 3:yyyy 4:oo 5:rrrr 6:pppp 7:p
train-B21346-1,1:_ 2:rr 3:yyyy 4:oo 5:rrrr 6:pppp 7:p
train-B21346-2,1:_ 2:rr 3:yyyy 4:oo 5:rrrr 6:p 7:p
train-B21346-3,1:_ 2:rr 3:yyyy 4:_ 5:rrrr 6:p 7:poo
train-B21346-4,1:_ 2:rr 3:yyyy 4:_ 5:rrr 6:p 7:poo
train-B21347-0,1:_ 2:g 3:pppp 4:gg 5:_ 6:gg 7:y
train-B21347-1,1:_ 2:g 3:pppp 4:gg 5:_ 6:gg 7:_
train-B21347-2,1:_ 2:_ 3:pppp 4:gg 5:_ 6:gg 7:_
train-B21347-3,1:_ 2:_ 3:p 4:gg 5:_ 6:gg 7:_
train-B21347-4,1:_ 2:_ 3:p 4:gg 5:_ 6:g 7:_
train-B21348-0,1:_ 2:ooo 3:rrr 4:r 5:yy 6:_ 7:_
train-B21348-1,1:_ 2:ooo 3:rrr 4:_ 5:yy 6:_ 7:_
train-B21348-2,1:_ 2:ooo 3:_ 4:_ 5:yy 6:_ 7:_
train-B21348-3,1:_ 2:ooo 3:_ 4:_ 5:y 6:_ 7:_
train-B21348-4,1:_ 2:o 3:_ 4:_ 5:y 6:_ 7:_
train-B21349-0,1:_ 2:rrr 3:ppp 4:ppp 5:o 6:_ 7:_
train-B21349-1,1:_ 2:rrr 3:ppp 4:pp 5:o 6:_ 7:_
train-B21349-2,1:_ 2:rrr 3:ppp 4:pp 5:_ 6:_ 7:_
train-B21349-3,1:_ 2:rrr 3:_ 4:pp 5:_ 6:_ 7:_
train-B21349-4,1:_ 2:rrr 3:_ 4:p 5:_ 6:_ 7:_
train-B21350-0,1:rr 2:p 3:o 4:rr 5:pppp 6:_ 7:yyyy
train-B21350-1,1:rr 2:p 3:_ 4:rr 5:pppp 6:_ 7:yyyy
train-B21350-2,1:rr 2:p 3:_ 4:_ 5:pppp 6:_ 7:yyyy
train-B21350-3,1:_ 2:prr 3:_ 4:_ 5:pppp 6:_ 7:yyyy
train-B21350-4,1:_ 2:bbb 3:_ 4:_ 5:pppp 6:_ 7:yyyy
train-B21351-0,1:_ 2:_ 3:yy 4:g 5:gggg 6:_ 7:pp
train-B21351-1,1:_ 2:_ 3:yy 4:gpp 5:gggg 6:_ 7:_
train-B21351-2,1:_ 2:_ 3:yy 4:gp 5:gggg 6:_ 7:_
train-B21351-3,1:_ 2:_ 3:yy 4:bb 5:gggg 6:_ 7:_
train-B21351-4,1:_ 2:_ 3:yy 4:bb 5:_ 6:_ 7:_
train-B21352-0,1:yyyy 2:gg 3:rrr 4:pp 5:y 6:gggg 7:gg
train-B21352-1,1:yyyy 2:gg 3:rrr 4:pp 5:y 6:gggg 7:g
train-B21352-2,1:yyyy 2:gg 3:rrr 4:pp 5:y 6:ggg 7:g
train-B21352-3,1:yyyy 2:gg 3:rrr 4:_ 5:y 6:ggg 7:gpp
train-B21352-4,1:yyyy 2:gg 3:rrr 4:_ 5:y 6:ggg 7:bbb
train-B21353-0,1:oooo 2:_ 3:g 4:pppp 5:ggg 6:gggg 7:_
train-B21353-1,1:oooo 2:_ 3:g 4:pppp 5:gg 6:gggg 7:_
train-B21353-2,1:oooo 2:_ 3:_ 4:pppp 5:ggg 6:gggg 7:_
train-B21353-3,1:o 2:_ 3:_ 4:pppp 5:ggg 6:gggg 7:_
train-B21353-4,1:o 2:_ 3:_ 4:ppp 5:ggg 6:gggg 7:_
train-B21354-0,1:oooo 2:_ 3:o 4:rrr 5:r 6:pp 7:rr
train-B21354-1,1:oooo 2:_ 3:o 4:rrr 5:_ 6:pp 7:rr
train-B21354-2,1:ooo 2:_ 3:o 4:rrr 5:_ 6:pp 7:rr
train-B21354-3,1:_ 2:_ 3:o 4:rrr 5:_ 6:pp 7:rr
train-B21354-4,1:_ 2:_ 3:_ 4:rrr 5:_ 6:pp 7:rr
train-B21355-0,1:y 2:oooo 3:_ 4:pp 5:yyy 6:yyyy 7:yyy
